119,866,3
119,222,5
119,451,5
119,199,5
119,28,5
119,755,1
119,174,4
119,275,5
119,831,2
119,313,5
119,473,3
119,9,4
119,286,5
119,492,5
119,544,2
119,475,4
119,1052,4
119,274,4
119,250,2
119,332,4
119,147,4
119,54,4
119,196,5
119,213,5
119,410,1
119,827,3
119,271,4
119,1137,5
119,1101,5
119,931,1
119,328,4
119,31,5
119,24,4
119,349,3
119,287,4
119,550,4
119,56,4
119,272,5
119,506,5
119,486,4
119,276,2
119,471,4
119,93,4
119,1016,5
119,235,5
119,1263,3
119,83,4
119,86,4
119,338,1
119,655,5
119,70,3
119,628,4
119,316,4
119,315,5
119,741,4
119,125,5
119,137,5
119,210,5
119,526,2
119,742,5
