790,241,5
790,660,3
790,222,3
790,403,4
790,214,3
790,215,2
790,265,4
790,174,4
790,755,3
790,275,4
790,1063,5
790,41,3
790,49,3
790,781,4
790,475,3
790,250,5
790,274,3
790,196,3
790,213,3
790,1028,3
790,237,4
790,240,3
790,246,4
790,73,4
790,202,3
790,931,2
790,186,3
790,79,4
790,328,3
790,13,3
790,229,3
790,1091,1
790,411,3
790,367,4
790,135,3
790,550,4
790,173,3
790,792,2
790,722,3
790,56,4
790,228,3
790,427,4
790,721,3
790,738,3
790,248,4
790,1016,2
790,235,1
790,771,4
790,184,3
790,572,3
790,68,3
790,358,2
790,188,4
790,191,3
790,70,3
790,284,4
790,373,3
790,51,3
790,210,4
790,62,3
790,22,5
790,940,3
790,98,5
790,763,3
790,4,3
