318,575,2
318,866,4
318,768,2
318,403,2
318,12,4
318,451,4
318,659,4
318,215,2
318,941,4
318,435,5
318,174,4
318,514,2
318,275,4
318,142,4
318,133,4
318,49,3
318,286,3
318,795,2
318,239,4
318,307,3
318,524,3
318,213,4
318,66,4
318,692,4
318,237,5
318,167,4
318,289,3
318,357,4
318,186,5
318,229,1
318,100,5
318,24,4
318,88,4
318,792,2
318,722,4
318,77,3
318,476,4
318,179,4
318,248,3
318,419,5
318,655,4
318,396,1
318,188,3
318,381,1
318,315,5
318,628,4
318,137,4
318,210,4
318,205,3
318,732,5
318,508,4
318,143,5
318,503,4
318,763,3
318,318,5
