189,241,3
189,511,4
189,132,5
189,914,2
189,255,2
189,199,5
189,8,5
189,28,4
189,659,4
189,268,4
189,275,5
189,588,4
189,1404,5
189,133,5
189,473,5
189,652,5
189,520,5
189,1403,4
189,647,4
189,632,5
189,274,4
189,1154,3
189,433,5
189,196,5
189,281,2
189,150,4
189,79,3
189,186,2
189,31,3
189,120,1
189,24,4
189,173,5
189,499,4
189,792,5
189,56,5
189,1098,4
189,512,4
189,30,4
189,486,5
189,418,3
189,179,5
189,178,5
189,607,4
189,1315,3
189,118,1
189,225,4
189,83,4
189,990,3
189,44,4
189,1020,4
189,170,4
189,191,5
189,381,3
189,137,4
189,732,2
189,1056,3
189,503,3
189,318,5
189,742,3
189,532,4
189,136,4
189,4,5
